datetime,open,high,low,close,volume
2023-12-01 00:00:00,40248.357076505614,40435.80056341499,39952.404430108865,40253.85366983175,2607.1409806510355
2023-12-01 01:00:00,40179.224925920025,40574.58988893589,39704.22984097577,40453.56071228761,1422.941071705802
2023-12-01 02:00:00,40503.06919497037,40754.378818255034,40094.98178197502,40493.652923756876,1097.1708135991212
2023-12-01 03:00:00,41264.58412317438,41414.59210858134,40731.485697273056,41357.44071737012,4297.900184978008
2023-12-01 04:00:00,41147.50743581272,41562.38363304224,40346.863853380906,41026.208905216314,4664.995213130539
2023-12-01 05:00:00,41030.43895733813,41295.33950783599,40984.70189498071,41130.315676301296,1830.6985934364266
2023-12-01 06:00:00,41820.04536509182,42035.9268320236,41339.98343109712,42170.75654442342,3157.1930553370453
2023-12-01 07:00:00,42203.76272966828,42595.401339021875,41475.30149310119,42413.83759110061,2111.8326285239395
2023-12-01 08:00:00,41969.0255367008,42080.90174532262,41564.96227025488,41951.932394544965,2974.309754688729
2023-12-01 09:00:00,42240.30555849378,43024.07082340766,42173.96531191737,42382.97025744608,2746.525283576641
2023-12-01 10:00:00,42008.59671208755,42737.615662041986,41537.64728014893,42129.90009628999,2076.2042203219426
2023-12-01 11:00:00,41775.731835302424,42366.959191923146,41498.2792390512,41881.547188921904,3801.5743185411907
2023-12-01 12:00:00,41896.712971085435,41985.71317604611,41766.881940934814,42129.64892507145,1505.9638372810168
2023-12-01 13:00:00,40940.072848756536,41575.36227515018,40244.88215225786,41166.1598370312,1212.2911286854685
2023-12-01 14:00:00,40077.613932500026,40725.23396989778,39659.52465431926,40052.13286673128,4070.7017321491167
2023-12-01 15:00:00,39796.47016787954,40407.55660197598,39053.64802980695,39924.192772486975,3663.7201248827196
2023-12-01 16:00:00,39290.05460771232,39379.60912627895,38656.68595810088,39214.795505850794,2994.1044965855917
2023-12-01 17:00:00,39447.17827400996,39955.18531350008,38900.46263625295,39265.11526712357,2871.1590818901664
2023-12-01 18:00:00,38993.16623624936,39643.82554536298,38989.24703048647,38940.624162170374,2989.645517965705
2023-12-01 19:00:00,38287.01438558171,38729.11714514295,37959.41272880575,38272.41207211691,2748.0963043946917
2023-12-01 20:00:00,39019.83877004249,39524.29300126581,38865.72111265534,38695.66565853702,2571.5691833247165
2023-12-01 21:00:00,38906.950619799216,39263.62112499839,38198.22323280333,39074.31520182837,2998.7624115444814
2023-12-01 22:00:00,38940.71472214318,39352.47954044545,38804.74621929644,38401.90657301871,3114.060684639042
2023-12-01 23:00:00,38228.34062903645,38254.62403405297,38009.62860713263,38747.25536257726,3767.6092563344837
2023-12-02 00:00:00,37956.149266773864,38441.2007835332,37563.80659672011,38241.177009688996,3844.82864293609
2023-12-02 01:00:00,38011.6105616288,38073.52935638378,37811.393055199675,37962.00375174667,2510.5163205605786
2023-12-02 02:00:00,37436.11377291764,37761.818889849645,37278.98341420689,37437.87820445029,2654.162090973955
2023-12-02 03:00:00,37623.96278209048,37844.17967214303,37173.15296788165,37680.95779456982,2494.788678944892
2023-12-02 04:00:00,37323.643437131075,37730.790603818015,37257.25996116422,37213.695375888165,3146.1430945028414
2023-12-02 05:00:00,37177.79656223444,37276.99906983766,37134.54558023029,37213.60233964933,2813.414151656781
2023-12-02 06:00:00,36876.94325611974,37387.057145880535,36602.397883561054,36850.391861086806,4558.385852544774
2023-12-02 07:00:00,37803.082348374206,38404.160080342495,37258.21559398807,37785.26335191077,3785.4450676658903
2023-12-02 08:00:00,37796.33373600524,37919.81772200032,37376.94050811097,37830.62655058226,4594.625535017783
2023-12-02 09:00:00,37267.47827152729,37345.22798585373,36952.28747952477,37022.71892810627,3836.5479662377024
2023-12-02 10:00:00,37678.75072757889,37788.40755963785,37252.41448433577,37686.20541643884,4883.968594095257
2023-12-02 11:00:00,37068.32890259338,37718.60196167305,36797.395385972006,37098.6225767434,3542.9471130210763
2023-12-02 12:00:00,37172.76070009575,37565.44576072833,36476.77782594996,37196.70918080056,4854.200552652219
2023-12-02 13:00:00,36192.925638155866,36531.15648779807,36153.18226547777,36153.86790574623,1632.6795616377044
2023-12-02 14:00:00,35528.83261370665,35604.65954088248,35050.3363508677,35730.96640600974,1209.9107233176153
2023-12-02 15:00:00,35627.26323164121,36090.10128836969,34992.183989368874,35564.264868314676,3316.500740815437
2023-12-02 16:00:00,35996.49652163892,36621.39540744763,35417.75585920317,36037.411202710115,4933.972823199099
2023-12-02 17:00:00,36082.180662233906,36679.83570541067,35949.368624880066,36316.22728219277,2670.4209892095873
2023-12-02 18:00:00,36024.35652103978,36475.420881799786,35811.14539504707,36010.059149203,1848.1734487718384
2023-12-02 19:00:00,35873.80467324514,35927.81535278943,35359.339919354505,35912.272740078726,3086.1657967740557
2023-12-02 20:00:00,35134.543678061425,35213.52404327342,35075.3275252152,35117.61152698893,3595.1944983155545
2023-12-02 21:00:00,34774.62157386407,34808.91560120276,34209.97790622422,34989.76690545459,2260.714782063556
2023-12-02 22:00:00,34544.30218838417,34722.19098561906,34047.619413589055,34499.787612700144,3859.077433997038
2023-12-02 23:00:00,35072.863301493635,35168.02402335355,34561.075416043794,35297.91789977651,4900.458028182903
2023-12-03 00:00:00,35244.672446277866,35427.97860625774,35174.012961064924,35226.41783919669,4587.852486842467
2023-12-03 01:00:00,34363.15236859649,34627.788541385016,33869.86206928275,34215.483641438914,2166.341494048781
2023-12-03 02:00:00,34525.1943532939,35176.327631131215,34055.77729533167,34642.471807056325,2306.8947325783934
2023-12-03 03:00:00,34332.65321308574,34751.769804886826,33762.09773859894,34280.352937678166,2486.1648977983546
2023-12-03 04:00:00,33994.19221293276,34561.87740019809,33965.911794287495,34099.65934709413,2578.2111135745813
2023-12-03 05:00:00,34300.03035735319,34787.33191812968,34284.17642475272,33831.93709105131,1401.2779967731176
2023-12-03 06:00:00,34815.530118601164,34893.8672411869,34555.801320195686,34816.436238362556,4047.851355557157
2023-12-03 07:00:00,35281.170178159264,35800.45284005645,35176.181682899296,35200.09311435803,2461.3570544428017
2023-12-03 08:00:00,34861.56141654795,35053.36894764989,34472.23832137072,34676.22712653701,4519.279906821809
2023-12-03 09:00:00,34706.95522862234,35150.58497726047,34070.187483549926,34610.94867521488,4707.762492480435
2023-12-03 10:00:00,34872.586944324124,35110.39146573559,34599.54872566385,34772.554380426234,1097.7252372307523
2023-12-03 11:00:00,35360.3595078853,36065.920505886985,34762.80452575165,35351.87553309936,4954.012279712825
2023-12-03 12:00:00,35120.77238896266,35305.895019446274,35120.60319498034,34880.664581821686,3840.0909260007384
2023-12-03 13:00:00,35027.94290063075,35223.490224472895,34909.88847445058,35083.33500021027,3081.568903971849
2023-12-03 14:00:00,34474.775413627736,35116.4697535119,34453.79851969049,34710.27515306147,2558.1104334902134
2023-12-03 15:00:00,33876.6721015874,33893.36950988747,33654.34141288001,33924.25671446286,3074.0725304388516
2023-12-03 16:00:00,34282.935012784495,34760.62587869208,33660.22691501349,34421.6075323659,2298.4988959137777
2023-12-03 17:00:00,34961.05502706991,35468.21854425197,34893.2640565072,35152.3903181015,3490.751254786193
2023-12-03 18:00:00,34925.049966279745,35509.26123841543,34501.47213122339,35140.972256258814,1371.921105779165
2023-12-03 19:00:00,35426.81641522575,36117.24206654112,35106.91514027766,35758.08171593371,3484.4904116472408
